Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,267.269989,268.250000,263.450012,264.160004,263.534546,23621800
2019-12-03,258.309998,259.529999,256.290009,259.450012,258.835724,28607600
2019-12-04,261.070007,263.309998,260.679993,261.739990,261.120270,16795400
2019-12-05,263.790009,265.890015,262.730011,265.579987,264.951172,18606100
2019-12-06,267.480011,271.000000,267.299988,270.709991,270.069031,26518900
2019-12-09,270.000000,270.799988,264.910004,266.920013,266.288025,32010600
2019-12-10,268.600006,270.070007,265.859985,268.480011,267.844330,22605100
2019-12-11,268.809998,271.100006,268.500000,270.769989,270.128906,19689200
2019-12-12,267.779999,272.559998,267.320007,271.459991,270.817261,34327600
2019-12-13,271.459991,275.299988,270.929993,275.149994,274.498535,33396900
2019-12-16,277.000000,280.790009,276.980011,279.859985,279.197357,32046500
2019-12-17,279.570007,281.769989,278.799988,280.410004,279.746094,28539600
2019-12-18,279.799988,281.899994,279.119995,279.739990,279.077667,29007100
2019-12-19,279.500000,281.179993,278.950012,280.019989,279.356995,24592300
2019-12-20,282.230011,282.649994,278.559998,279.440002,278.778381,68994500
2019-12-23,280.529999,284.250000,280.369995,284.000000,283.327576,24643000
2019-12-24,284.690002,284.890015,282.920013,284.269989,283.596924,12119700
2019-12-26,284.820007,289.980011,284.700012,289.910004,289.223602,23280300
2019-12-27,291.119995,293.970001,288.119995,289.799988,289.113831,36566500
2019-12-30,289.459991,292.690002,285.220001,291.519989,290.829773,36028600
