id,name,state,type,metro,politics,unions,english,germanprot,germancath,irish,eeurope,italian,mexicandem,mixed,dontknowdem,confirmed,year,ordinance,sign,still,vexplusion,threat,vtonewcomers,police,private,zoning,realtors,reputation,otherexplusion,dontknowexplusion,black,chinese,native,mexican,jew,asian,other,dontknowexcluded,1860total,1860white,1860black,1860chinese,1860native,1860mexican,1860otherexcluded,1860blackhouse,1870total,1870white,1870black,1870chinese,1870native,1870mexican,1870otherexcluded,1870blackhouse,1880total,1880white,1880black,1880chinese,1880native,1880mexican,1880otherexcluded,1880blackhouse,1890total,1890white,1890black,1890chinese,1890native,1890mexican,1890otherexcluded,1890blackhouse,1900total,1900white,1900black,1900chinese,1900native,1900mexican,1900otherexcluded,1900blackhouse,1910total,1910white,1910black,1910chinese,1910native,1910mexican,1910otherexcluded,1910blackhouse,1920total,1920white,1920black,1920chinese,1920native,1920mexican,1920otherexcluded,1920blackhouse,1930total,1930white,1930black,1930chinese,1930native,1930mexican,1930otherexcluded,1930blackhouse,1940total,1940white,1940black,1940chinese,1940native,1940mexican,1940otherexcluded,1940blackhouse,1950total,1950white,1950black,1950chinese,1950native,1950mexican,1950otherexcluded,1950blackhouse,1960total,1960white,1960black,1960chinese,1960native,1960mexican,1960otherexcluded,1960blackhouse,1970total,1970white,1970black,1970chinese,1970native,1970mexican,1970otherexcluded,1970blackhouse,1980total,1980white,1980black,1980chinese,1980native,1980mexican,1980otherexcluded,1980blackhouse,1990total,1990white,1990black,1990chinese,1990native,1990mexican,1990otherexcluded,1990blackhouse,2000total,2000white,2000black,2000chinese,2000native,2000mexican,2000otherexcluded,2000blackhouse,2010total,2010white,2010black,2010chinese,2010native,2010mexican,2010otherexcluded,2010blackhouse,2020total,2020white,2020black,2020chinese,2020native,2020mexican,2020otherexcluded,2020blackhouse,comments,latitude,longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Eldon,MO,1,,0,0,,,,,,,,,1,2,,0,0,3,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3171,,0,,,,,,,,,,,,,,2766,,0,,,,,,3158,,1,,,,,,3520,,1,,,,,,,,,,,,,,4419,,0,,,,,,4895,,16,,,,,,,,,,,,,,,,,,,,,,,38.3484,-92.5816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Ellington,MO,1,3,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094,,0,,,,,,,,,,,,,,994,,0,,,,,,1045,,0,,,,,,,,,,,,,,,,,,,,,,,37.2417,-90.9687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Elvins,MO,1,,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403,,0,,,,,,,,,,,,,,,,,,,,,,1818,,0,,,,,,1603,,1,,,,,,,,,,,,,,1391,,1,,,,,,not,in,census,,,,,,,,,,,,,,,,,,,,,,,37.8376093,-90.53711337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,Ferguson,MO,2,1,,,,,,,,,,,,1,2014,4,4,4,,,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5724,,38,,,,,,11573,,25,,,,,,22149,,15,,,,,,28759,,165,,,,,,24740,,,,,,,,22286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,According to John A. Wright, Kinloch: Missouri's First Black Town (Chicago: Arcadia, 2000), p. 127, Ferguson blocked the main road to Kinloch, the tiny black suburb to its west, with chains, trying to keep out black residents. \n\nBetween 1940-60, while Ferguson's white population grew by almost 400%, its black population was cut by 60%. Meanwhile, the black population of the St. Louis metropolitan area doubled, from just under 150,000 to just under 300,000. \n\nIn August,2014," Ferguson received national attention for what seems to be an example of a \""second-generation sundown town problem.\"" Such problems linger in former sundown towns and suburbs that are obviously no longer all-white on purpose. Ferguson never quite attained sundown town status"," but it did use DWB (\""Driving While Black\"") policing and realtor steering", as well as the above-noted chains, to get as white as it could. In 2014, the police force had just 3 blacks out of 50 officers. Considering that it just makes sense to send black officers to the site of black disturbances and white officers to white disturbances, such a ratio is not competent. Moreover, while a proportion = to the proportion in the population is not required, 3 out of 50 is less than one per shift, so it is unlikely that many of Ferguson's white officers have had the experience of being partnered with an African American, serving under one, or even simply having the chance to converse about the world with a black officer. \n\nThe 2014 incident, the shooting of Michael Brown, black teenager, by a white policeman, triggered days of demonstrations verging on riots, a militarized police response, and a national news storm.\n\n,38.7442,-90.3054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Flat River,MO,1,0,0,0,,,,,,,,,1,2,,0,0,0,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5112,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4515,,0,,,,,,4550,,3,,,,,,,,,,,,,,4823,,10,,,,,,not in census,,,,,,,,,,,,,,,,,,,,,,,,,37.82917522,-90.4659791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Galena,MO,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,email November 2007: \r\n\r\nI asked my grandma what she remembered about the sign that used to be at the Barry County line. She confirmed that there was a sign warning black people to be out of the county by sundown. I asked her when it was taken down, and she couldn't  remember. I asked her if it was up when she got married, and she said no. She was married at age 18 in 1949, so it was taken down before then. My grandfather, who passed away 3 years ago,  knew more about it than my grandmother. She did say there was also a sign at Cassville, the county seat of Barry County.\r\n\r\nWhen my stepfather heard me telling about your talk , he told me that the train station in Galena, MO (Stone County, just east of Barry County) used to have a sign warning blacks out of town. He got his information from his father, who passed away about 10 years ago.  So unfortunately, most of my sources of information are no longer available.\r\n\r\nI wish I had more detail than this to give you,  but my grandma didn't really remember much else. As a kid she lived in rural Barry County  in a predominantly Irish community at Mineral Springs outside of Cassville.\r\n\r\nI enjoyed your talk at the conference and look forward to reading your book.\r\n\r\n,36.8053,-93.4666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Gideon,MO,1,5,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,,2,,,,,,,,,,,,,,,,,,,,,,1104,,1,,,,,,1113,,0,,,,,,,,,,,,,,,,,,,,,,,36.452,-89.9193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Granby,MO,1,3,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445,,0,,,,,,,,,,,,,,,,,,,,,,1808,,3,,,,,,,,,,,,,,,,,,,,,,1945,,2,,,,,,2121,,0,,,,,,,,,,,,,,,,,,,,,,,36.9192,-94.2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Grant City,MO,1,4,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1126,,0,,,,,,,,,,,,,,,,,,,,,,1061,,0,,,,,,,,,,,,,,,,,,,,,,998,,1,,,,,,926,,2,,,,,,,,,,,,,,,,,,,,,,,40.4875,-94.4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Hamilton,MO,1,4,0,0,,,,,,,,,1,3,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701,,1,,,,,,,,,,,,,,,,,,,,,,1737,,4,,,,,,1813,,2,,,,,,,,,,,,,,,,,,,,,,Testimony: One woman's parents were from Hamilton, and her father told her, c.1945, that blacks were not allowed.  J.C. Penney was from there.  One cook and her son were allowed.  \n\t\nHamilton is the county seat of Caldwell County. Caldwell had 374 blacks in 1890, 430 in 1900, 278 in 1910, 148 in 1920, 102 in 1930, 45 in 1940, 11 in 1950, and just 5 in 1960. A decrease in every census since 1900!  \n\t\n\n\n\tPenney also developed Penney Farms, FL, which in 1990 had 609 people, incl. 48 bl. in 13 households.  In Clay County, inland from St. Augustine. \n,39.7436,-93.9983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Hermann,MO,1,,5,0,,,,,,,,,1,3,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2063,,0,,,,,,,,,,,,,,2523,,5*,,,,,,2536,,0,,,,,,2658,,0,,,,,,,,,,,,,,2754,,6,,,,,,2674,,6,,,,,,,,,,,,,,,,,,,,,,* All 5 blacks in the 1950 census were female," indicating that they may have been live-in maids.\n\n\""Hermann", Missouri was a sunset town.  Very sadly and utterly, unforgivably pathetic.  It started as a radical German colony and was an antislavery center in the heart of a slave state. I have no idea what happened to it.  \n\tI was born and raised in Washington, downriver...a liberal Democratic labor town in a rural conservative Democratic area.\n\tHermann began in the 1830s, an extension of a planned colonization by student radicals.  At the time, the other river towns...like Washington...were essentially plantations that had attracted small clusters of neighbors.  In the case of many, like Washington, those neighbors became increasingly German, which saved the area when the Civil War came.  There was never any question about Hermann though.  It was antislavery and became the only real Republican stronghold in the state outside of St. Louis.\n\tWithout getting to deeply into its rather interesting Civil War history...Napoleonic veterans and all...the town also witnessed a very gutsy defense organized by its schoolteachers (even the militia had been ordered out) against a Confederate division in 1864.\n\tThis continued into the 1870s, 80s and 90s to some extent.  There were Knights of Labor and Single Tax clubs there with very little else between St. Louis and Jefferson City.  Generally, though, the town stayed Republican right into the 20th century.\n\tThis would tend to focus the shift around the turn of the century when the Jim Crow laws were coming in. Perhaps it began as a Republican attempt to get the race issue entirely off the plate of the Democrats who became a rising force elsewhere in Gasconade county....\n\tAs I say my family settled in adjacent Franklin County in the years before the Civil War.  What I know of Hermann is mostly from History of Franklin, Jefferson, Washington, Crawford, and Gasconade Counties, Missouri (Chicago, 1888).\n\tThere probably weren't many blacks in Hermann before 1900," maybe none. These river towns are long and strung out with neighborhoods relatively easy to \""read\"" given a modest understanding of the history.  There were several black neighborhoods in Washington", each clustered around the original centers of black population, the plantations of the McLeans, Owens, etc. In contrast, Hermann never had plantations or even the central Missouri equivalent.  There existed no reason for blacks to live there, maybe not until the felt the postwar pressures to move.\n\tVarious titles in German history touch on the Burschenschaften and the plans of Muensch and Karl Follen to establish a community in America. After they fled Germany and reached America in the early 1820s, Follen married a Boston family and introduced gymnastics to New England universities, but he was one of the radical of the radical abolitionists. His son is mentioned prominently in connection with the Sea Islands colonies of freedmen.  Muensch moved to Warren County, Missouri, and became a mainstay of the antislavery movement; the family were all doctors down the line," his great grandson was our family doctor.\n\tOld student radicals they interested in the project clustered among the older Pennsylvania \""Dutch\"" and formed a German Resettlement Society. According to the county history", it first met in 1836 and decided to colonize what became Hermann the following year.  p. 658 59.  The area was ardently secularist, something not stated but evident in the dates that churches organized...some while after you had a sufficient population for them.  In the 1860 election, Gasconade county cast 433 votes for Lincoln, 157 for Bell, 51 for Breckenridge," and 188 for Douglas.  p. 636.  Not a usual return for a county in a slave state.\""\n\tThe 1860 census website at <http:\/\/fisher.lib.virginia.edu\/census\/> says that Gasconade county had 8",727 whites, of whom 28 owned 76 slaves," and the entire county had only 9 \""free colored\"".  Probably the entire black population at the time was outside of Hermann.\"" \n\n\""The dominant conventional wisdom [at the Gasconade Historical Society] is that Hermann was a sundown town: \""didn't allow them to stay over night; could come and shop", ok," but don't stay.\""  On the other hand", there are reports of a black man living in Hermann, well respected, German speaking  in the early 20th century, and several free blacks during the civil war.  There was a vote, according to one source, in which the German School constituents voted not to integrate the schools in the early 20th century, and that the margin was just one vote.\n\tThere are also reports that there was a powerful enough pro black sentiment in the community after the civil war that blacks in the general area used Hermann as the site for celebration of Emancipation Day for a number of years.  Still, the conventional wisdom is that it was a sundown town; a well established black community of ex slaves just across the river," but not in Hermann.\""\n\nA small black community near Hermann learned German to get along with their neighbors.   \n[Russel L. Gerlach", Immigrants in the Ozarks (Columbia:  U MO P, 1976), 37.],38.7042,-91.4374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Holt,MO,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\nEmail 1\/2008:\nI believe that Holt and Kearney Missouri are sun down towns. I grew up in and around both towns as did my parents. My mom reported that she remembers the signs when she was little in Holt. I graduated from Kearney High School in 1989 and we had no students of any color other than white.  In approximately 1992 while working at a restaurant in Kearney a police officer came in to ask which direction I headed home(after midnight and I was working alone). When I inquired as to why he was asking, he stated that there was a large KKK rally being held outside of town where machine guns were being shot, he was going to escort me home to make sure I got there safely. I also heard rumors that any black person that moved into Kearney was subjected to violence towards their home and vehicles.\n,39.4528,-94.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Houston,MO,1,3,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660,,0,,,,,,,,,,,,,,,,,,,,,,2118,,1,,,,,,1992,,4,,,,,,,,,,,,,,,,,,,,,,,37.3262,-91.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Kahoka,MO,1,4,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,,4,,,,,,,,,,,,,,,,,,,,,,2195,,1,,,,,,2241,,2,,,,,,,,,,,,,,,,,,,,,,,40.4203,-91.7196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Kearney,MO,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\nEmail 1\/2008:\nI believe that Holt and Kearney Missouri are sun down towns. I grew up in and around both towns as did my parents. My mom reported that she remembers the signs when she was little in Holt. I graduated from Kearney High School in 1989 and we had no students of any color other than white.  In approximately 1992 while working at a restaurant in Kearney a police officer came in to ask which direction I headed home(after midnight and I was working alone). When I inquired as to why he was asking, he stated that there was a large KKK rally being held outside of town where machine guns were being shot, he was going to escort me home to make sure I got there safely. I also heard rumors that any black person that moved into Kearney was subjected to violence towards their home and vehicles.\n,39.3678,-94.3622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,King City,MO,1,,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,,0,,,,,,,,,,,,,,,,,,,,,,1009,,0,,,,,,,,,,,,,,,,,,,,,,986,,1,,,,,,1012,,2,,,,,,,,,,,,,,,,,,,,,,,40.0514,-94.5241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,La Plata,MO,1,4,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406,,0,,,,,,,,,,,,,,,,,,,,,,1365,,0,,,,,,,,,,,,,,,,,,,,,,1401,,0,,,,,,1486,,2,,,,,,,,,,,,,,,,,,,,,,,40.0234,-92.4916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Lake Lotawama,MO,1,2,0,0,,,,,,,,,1,2,,0,0,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,,6,,,,,,,,,,,,,,,,,,,,,,2141,,2,,,,,,1872,,4,,,,,,,,,,,,,,,,,,,,,,Testimony: Lake Lotawana is a small municipality just outside of Kansas City MO which was built in the 1930's as a summer home lake retreat. Today it has both lower income homes and mansions.  I am a retired high school teacher from that area. My students told me for years that it was common knowledge that blacks couldn't buy real estate there. I think the neighbors had (or still have) first rights to buy up other houses is they so choose. Don't know if this is of any use to you in your research.\n\t,38.9231,-94.2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Lamar,MO,1,3,0,0,,,,,,,,,1,2,,0,0,3,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2860,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381,,5,,,,,,,,,,,,,,3233,,1,,,,,,3608,,0,,,,,,3760,,0,,,,,,,,,,,,,,4168,,4,,,,,,4425,,8,,,,,,,,,,,,,,,,,,,,,,,37.495,-94.2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
