id,name,state,type,metro,politics,unions,english,germanprot,germancath,irish,eeurope,italian,mexicandem,mixed,dontknowdem,confirmed,year,ordinance,sign,still,vexplusion,threat,vtonewcomers,police,private,zoning,realtors,reputation,otherexplusion,dontknowexplusion,black,chinese,native,mexican,jew,asian,other,dontknowexcluded,1860total,1860white,1860black,1860chinese,1860native,1860mexican,1860otherexcluded,1860blackhouse,1870total,1870white,1870black,1870chinese,1870native,1870mexican,1870otherexcluded,1870blackhouse,1880total,1880white,1880black,1880chinese,1880native,1880mexican,1880otherexcluded,1880blackhouse,1890total,1890white,1890black,1890chinese,1890native,1890mexican,1890otherexcluded,1890blackhouse,1900total,1900white,1900black,1900chinese,1900native,1900mexican,1900otherexcluded,1900blackhouse,1910total,1910white,1910black,1910chinese,1910native,1910mexican,1910otherexcluded,1910blackhouse,1920total,1920white,1920black,1920chinese,1920native,1920mexican,1920otherexcluded,1920blackhouse,1930total,1930white,1930black,1930chinese,1930native,1930mexican,1930otherexcluded,1930blackhouse,1940total,1940white,1940black,1940chinese,1940native,1940mexican,1940otherexcluded,1940blackhouse,1950total,1950white,1950black,1950chinese,1950native,1950mexican,1950otherexcluded,1950blackhouse,1960total,1960white,1960black,1960chinese,1960native,1960mexican,1960otherexcluded,1960blackhouse,1970total,1970white,1970black,1970chinese,1970native,1970mexican,1970otherexcluded,1970blackhouse,1980total,1980white,1980black,1980chinese,1980native,1980mexican,1980otherexcluded,1980blackhouse,1990total,1990white,1990black,1990chinese,1990native,1990mexican,1990otherexcluded,1990blackhouse,2000total,2000white,2000black,2000chinese,2000native,2000mexican,2000otherexcluded,2000blackhouse,2010total,2010white,2010black,2010chinese,2010native,2010mexican,2010otherexcluded,2010blackhouse,2020total,2020white,2020black,2020chinese,2020native,2020mexican,2020otherexcluded,2020blackhouse,comments,latitude,longitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Effingham,IL,1,,,,,,,,,,,,,4,,2,2,4,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3774,3771,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,851",,,,,,,,"12,384","12,110",44,,,,,,12328,,47,,,,,18,,,,,,,,,There is a bus and train station in Effingham that were the only places in town that African Americans were allowed to go when travelling through.  They were not allowed to leave the station and the police monitored constantly to ensure it. Very strong reputation of being unfriendly to Blacks. ,39.1201,-88.5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,El Paso,IL,1,,,,,,,,,,,,,2,,3,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2499,,,,,,,,2695,2665,4,,,,,,,,,,,,,,,,,,,,,,An all-white community.\n\n4\/2008\nOne e-correspondent reports seeing the sundown sign in El Paso.\n,40.7392,-89.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Elco,IL,1,,1,,,,,,,,,,1,4,1924,0,0,0,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"     Just above the \""dead line\"" in Alexander County.  \nToo small to show in census.\n     From Cairo Bulletin", February March 1924.  In \nElco, Illinois, where African Americans were not \npermitted to live, a  plantation owner (Israel Cauble) \nhired black farm hands from the South.  Local  \npeople got angry and started terrorist attacks \n(shooting, arson," and dynamiting) on his property.\n\t\""D. James of near Elco", was in the city [Cairo] \nyesterday.  He owns 400 acres of good land near \nElco, a large part of which is good cotton land, but \nmuch as he would like to raise cotton, he finds it \ninadvisable to attempt to do so," because of the \nstrong feeling in the neighborhood against \nNegroes.  So he has put it in sheep pasture and \ncorn.\n\t\""Mr. James says the large majority of the \npeople of Elco and vicinity are opposed to \npermitting Negroes to settle north of the Mobile & \nOhio switch track.  This has been a settled feeling \nfor years", and it has always been respected until \nIsrael Caubel settled a family of Negroes on his land \nwhich lies on the other side of the track....  [This] \naroused much feeling among the anti-Negro \nelement, which found violent expression in the two \nattempts made recently to drive the Negroes off \nCaubel's place," the first with shotguns and the \nsecond with dynamite.\n\t\""Undismayed by this state of things", Mr. \nCaubel has repaired the house damaged by \ndynamite and the Negroes are still occupying it.  He \nhas also had more houses erected in which he \npurposes, it is said, to place Negro families," his \ndesire being to put all of this land in cotton....\n\t\""...Mr. James said he felt sure that the feeling \nagainst Mr. Caubel's move was so general and so \nstrong in the neighborhood that the situation was \ntense; and if another attempt is made to run the \nNegroes off the Caubel place it will mean that \nsomebody will be killed.\n\t\""Mr. James admitted", in reply to questions, \nthat cotton raising on any large scale would be out \nof the question without Negro labor, as white men \ndid not know enough about how to handle a crop, \nand would not do the work at reasonable wages...\n\tMr. James had no word of criticism against the \nanti-Negro element but seemed inclined to \nsympathize with them to a certain extent, on the \nground that, taken as a whole, too many Negroes \nwould steal, and were otherwise undesirable \nneighbors," although admitting that there were \nmany good people among them.\"" --  ---"," \""An Elco \nMan Says Feeling Is Strong Against Negroes","\"" Cairo \nBulletin", 2\/19\/1924," p. 1.  \n     \t\""Attempt is made to dynamite Cauble Home.\"" \n\""Improvised bomb placed at corner of house in \ncenter of Elco but fuse is seen burning by man \npassing and extinguished.\""\n\tCounty commissioners offered a reward of \n$300 for arrest and conviction of those responsible.  \n\""The charge of dynamite it was said was sufficient \nto wreck the home and probably damage the \nnearby buildings.\""  \""The act was the fourth attempt \nmade to destroy the property if Israel Cauble in the \nlast few weeks"," only one of which was entirely \nsuccessful.  The trouble started when Cauble hired \na number of Negroes from the South to plant \ncotton on his land and installed them in a large \ntenant house on his farm....  \n\t\""A mob surrounded the house one night and \nordered the Negroes to go.  They retreated further \ninto the house", and members of the mob fired upon \nthem," wounding one of the Negroes in the arm.\""\n\tSeveral nights later"," whites burned down a \ntenant house on the property that had been vacated \nby a white family and \""was to be occupied by \nNegroes.\""\n\t\""A short time afterwards", a dynamite bomb \nwas hurled from the gravel road toward the house \nwhere the Negroes had been fired upon, but it fell \nshort of its intended mark and exploded in front of \nthe house, tearing away a large part of the porch, \nbreaking all the windows," and tearing a great hole \nin the ground.\n\t\""While up to Saturday night", the attempts at \nmurder and arson have been directed against \ntenant houses, the most recent crime in which the \nlife of Mrs. Cauble was endangered," aroused the ire \nof the citizens of the community.\"" --  ---"," \""Attempt \nis made to dynamite Cauble Home","\"" Cairo Bulletin", \n3\/4\/1924," p. 1.\n   \n\""A Brief History of the Body of Christ In the \nTwentieth Century\nThe Ministry of William Sowders\nWilliam Sowders", an early Pentecostal leader in the \nMidwest, is acknowledged as the founder of the \nGospel of the Kingdom or Gospel Assembly \nChurches movement.\n\tIn 1923, Brother Sowders conducted his first \ncamp meeting on Elco Hill, at Elco, Illinois....\n\tCamp meetings continued at Elco, Illinois, but \nthe local citizens were upset because Brother \nSowders allowed people of all races to attend these \nmeetings. In 1935," [moved to KY.]-- Many consider \n\""the Body of Christ","\"" more frequently known as \nGospel Assembly Churches", to be a cult.  It peaked \nat 75,000 before Sowders died in 1952 and it \nsplintered.  This website in Des Moines is at what \nseems to be the central church.  It is not really an \norganized denomination but an association of \nchurches. --  dmgospelassembly.org\/church\/\naboutus2.html, 12\/2003.  \n \n\n,37.3006,-89.2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Eldorado,IL,1,,,,,,,,,,,,,4,,0,2,3,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4536,,,,,,,,4534,4455,16,,,,,,4122,,33,,,,,1,,,,,,,,,"\""In Saline County three Negro homes were dynamited.\"" (Reference: Daily  Register (Harrisburg)", April 5,1923," p.1.)\n\n\""Another attack was made last night on the home of the Rev. Peter Green", pastor of the African Methodist Church at Eldorado.  The crowd told Mr. Green to leave town in 24 hours, under penalty of death.  He defied the mob and stood at his gate with a shotgun," threatening to shoot the first man who molested him.\"" (\""Race War in IL","\"" NY Times", 6\/17\/1902.)\n\nIn 1992, police told my black guests they'd best leave town.  We were having a party indoors, no noise issue; neighbors had phoned the police. (Local resident)\n\nMany residents, both former and current, have claimed there was a sundown sign but they debate on when it was up. Most likey it was gone sometime in the 1960s.,37.8137,-88.4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Elk Grove Village,IL,2,2,,,,,,,,,,,,3,,2,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,727",,490,,,,,,,,,,,,,,,,,,,,,,,42.0041,-87.9706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Elmhurst,IL,2,2,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,,0,,,,,,1728,,0,,,,,,,,,,,,,,4595,,5,,,,,,14055,,13,,,,,,15458,,8,,,,,,21273,,16,,,,,,36991,,18,,,,,,50547,,170,,,,,,,,,,,,,,42029,40307,175,,,,,,42762,,400,,,,,,,,,,,,,,,,,,,,,,In DuPage County.  Possible entire county was sundown.\n\nElmhurst is home to Elmhurst College.  A former student recalled," \""When I attended Elmhurst College in that county the school was allowed to have four 'negro' students", but they had to be members of the school's sponsoring church denomination.  It wasn't the law that I know of," but it was a firm 'understanding.'  Happily things have changed a great deal.\""  \nHe further explained that while he was a student there between 1951 & 1955 he learned from one of the few black students that \""there was an agreed upon cap on the number of blacks allowed on campus.  We only had four in a school of 700 as I remember it.\""  A Dean told him \""'yes' there was an understanding that there would be a set number allowed.  He indicated that the agreement was made with community leaders.\""  ",41.8995,-87.9403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Elmwood,IL,1,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,1920,3,,,,,,,,,,,,,,,,,,,,,,According to local residents, it is an all-white town. ,40.7778,-89.9665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Elmwood Park,IL,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,According to one source: Elmwood Park, Illinois is a suburb that borders Chicago's westside and primarily Italian American. Years ago, (late 1990's or early 2000) a young African American woman had a short lived experience in the area when she moved there. Her automobile was repeatedly vandalized and other tactics was used to let her know she needed to leave...She did! When I seen (sic) the report on a news broadcast I was really shocked.\n\nOne resident recalled in an interview," Elmwood Park \""Has had a reputation of not wanting to change.  We've had some problems...Some people are less receptive of a biracial couple than of an African American couple.\""\n\nAccording to one student from the University of Illinois at Chicago", cars belonging to blacks were trashed; crosses were burned when black families tried to move in.,41.9206,-87.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Elsah,IL,3,4,,,,,,,,,,,,4,,3,3,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,,,,,,,,635,572,27,,,,,,,,,,,,,,,,,,,,,,There is some debate among former residents about whether Elsah had an ordinance, but the weight of evidence seems to indicate there was at least an unofficial policy.\r\n\r\n- A previous mayor remembers nothing of sundown laws or incidents that would suggest they existed.  \r\n\r\n- One long time Elsah resident(born in Elsah in 1928) remembers nothing of sundown laws or incidents.  \r\n\r\n- Another long time resident and former mayer remembers nothing of sundown laws or incidents.  His wife, who came to Elsah to live in 1961, also remembers nothing about sundown laws.\r\n\r\nThere is another viewpoint, however.\r\n \r\n- A student at college in Elsah during the 1950's remembers the sundown law in the city.\r\n\r\n-  Another person was born in Elsah in 1926.  Her parents were also born in Elsah.  She remembers that there WAS a sundown rule, but doesn't think it was a written law.  She doesn't remember any signs or visible manifestation of the rule.  She just remembers it being discussed -- probably in the 30s.  \r\n\r\n- One former resident, born in Elsah in 1926, could remember a specific event.  When Principia College moved from St. Louis to Elsah in the early thirties, it brought black cooks from Principia's previous location to work in Elsah.  Principia purchased a house so the cooks wouldn't have to commute daily about 35 miles each way.  Catching wind of this plan, the Elsah village fathers said it was okay for black people to work at Principia, but they must leave by dark every day.  To solve the problem, Principia purchased a station wagon for the black employees to use for their commute.  He does not, however, believe there was a written law and remembers no visible signs.\r\n\r\n,38.9562,-90.3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Enfield,IL,1,,,,,,,,,,,,,4,,0,2,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401,1401,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,,,,,,,,625,616,1,,,,,,,,,,,,,,,,,,,,,,"\""When I was a kid", they would bring in [black] railroad workers from Harrisburg to make railroad ties,"\"" and they had to carry them back to Harrisburg each night.\nThere was an unwritten law", and it was," \""Don't let the sun set on your black ass","\"" perhaps a sign"," at Norris City and Eldorado. (From a lifelong resident of Enfield and Norris City in 2003)\n\n\n\"" I saw blacks drive thru Enfield but I never saw one stop in town.  I heard many folks say that no \""niggers\"" were ever going to spend the night in Enfield.\"" (From a longtime resident of Enfield", email, 4\/2012),38.0995,-88.3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Eola,IL,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In DuPage County.  Possible entire county was sundown.,41.7775,-88.2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Equality,IL,1,,,,,,,,,,,,,3,1832,3,0,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,,,,,,,,721,715,0,,,,,,,,,,,,,,,,,,,,,,At a meeting of the President and trustees of the Town of Equality on  thursday the 31st day of May 1832 %u2011 at the office of James Caldwell     \n\t       Present\n\t       Leonard White  Prest protem\n\t       John Siddall\n\t       John Lane\n          James Caldwell\n\tOrdered that John Siddall John Lane A B. Dake Leonard White M. S.  Davenport S. R. Rowan and Allen Redman be appointed a committee of  vigilance to superintend the wellfare of the Town of Equality that they  shall each one have the responsibility of keeping the negroes in order  for twenty four hours in every week and all the citizens are earnestly  required to be aiding and assisting each one of said committee when  called on and whey any citizen may think it necessary the whole  committee shall be summoned, to meet and decide anything that may be  suggested by any citizen\n\tOrdered that this meeting adjourn\n\t%u2011 Equality Town Minutes. May 31,1832,37.7339,-88.3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Evansville,IL,1,,,,,,,,,,,,,2,,0,0,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,,0,,,,,,998,,0,,,,,,844,,2,,,,,,724,716,3,,,,,,,,,,,,,,,,,,,,,,,38.0903,-89.9384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Evergreen Park,IL,2,3,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,,,,,,,,,,,,,,,,,,,,,,,,1594,1589,3,,,,2,,,,,,,,,,10531,,1,,,,,,24178,24154,5,,,,19,,25487,25444,5,,,,,,,,,,,,,,20874,20499,74,225,6,,70,,20821,18388,1644,,,,,,,,,,,,,,,,,,,,,,"Someone who grew up there during the 50s and 60s remembers her Italian father was proud of the way African Americans were kept out of that village.  One time a black family moved into a house and somehow \""it caught fire.\"" By the time the volunteers got there it had burned to the ground. That village is only about two miles square", so I have to suspect that the volunteers were taking their sweet time in order to allow the house to burn.\r\n\r\nA 1997 interview revealled that the entire police force is allegedlly all white.  Some residents call the Evergreen Mall 'Everblack Mall.'  \r\n\r\nA longtime resident of a nearby neighborhood said," \""In my childhood it was sort of a standing joke\/observation that any car pulled over outside the mall parking lot be the EP police had a black driver.  \r\n\r\nA resident in 2012 said"," \""Most of the people who get pulled over in Evergreen park are black drivers. It has always been a joke to us to slow down whenever you get to 87th & Kedzie", sit up right," two hands on the wheel to ensure that you won't get a ticket for anything. This type of fear instilled in one major group leads me to believe that some of these practices are still in effect de facto.\""\r\n\r\nAn interview in 2012 with a resident suggested that the town at one point had an ordinance banning \""For Sale\"" signs on property. The law now requires such signs. \r\n\r\n\r\n\r\n",41.7201,-87.7013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Fairfield,IL,1,,,,,,,,,,,,,4,,2,3,3,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5439,,,,,,,,5421,5334,5,,,,,,,,,,,,,,,,,,,,,,"\""It is unlawful for \""negroes\"" to be within county boundries from sundown to sunrise.\""-According to multiple sources.\r\n\r\nThere used to be a Wayne County landmark just outside of town called The Hangin Tree were they used to hang blacks"," but about a year ago the farmer who owned the land finally cut it down. There was a sign they used to have at the edge of town that said \"" If you're black"," don't let the sun set on you in Fairfield \""-Interview from a long-time resident in 2002",38.3789,-88.3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
