X,Y,OBJECTID,MSLINK,MAPID,STATION_ID,LOCATION,COUNTY,RAIL_ID,GMROTATION,LATITUDE,LONGITUDE,ID,ATIS_ID
-74.2678052337239,40.9139781492731,141,509,22855,Mountain View-Wayne, ,Passaic,"Montclair-Boonton Line/M&E",89.999795,40.91398,-74.26781,80,RAIL0098
-74.2353706103647,40.880674330257,142,510,22855,Little Falls, ,Passaic,"Montclair-Boonton Line/M&E",89.999795,40.88067,-74.23537,81,RAIL0072
-74.2023683223395,40.8580805177027,143,512,22855,Montclair Heights, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.85754,-74.20249,83,RAIL0089
-74.2053036042773,40.8487238623173,144,513,22855,Mountain Avenue, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.84872,-74.2053,84,RAIL0095
-74.209358725624,40.8420160404089,145,514,22855,Upper Montclair, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.84202,-74.20936,85,RAIL0150
-74.2069308384868,40.829520221382,146,515,22855,Watchung Avenue, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.82952,-74.20693,86,RAIL0153
-74.2096228771933,40.8172442056565,147,516,22855,Walnut Street, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.81724,-74.20962,87,RAIL0152
-74.2086784712338,40.8081785555968,148,520,22855,Bay Street-Montclair, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.80818,-74.20868,88,RAIL0014
-74.2046454570216,40.8005918118635,149,521,22855,Glen Ridge, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.80059,-74.20465,89,RAIL0050
-74.200064771871,40.7927082783652,150,522,22855,Bloomfield, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.79271,-74.20006,90,RAIL0019
-74.198443260947,40.7827123120245,151,523,22855,Watsessing, ,Essex,"Montclair-Boonton Line/M&E",89.999795,40.78271,-74.19844,91,RAIL0154
-74.0469101195058,40.075867610203,152,524,22855,Bay Head, ,Ocean,"North Jersey Coast Line",89.999795,40.07587,-74.04691,92,RAIL0013
-74.1851051899519,41.1941901300714,153,589,22855,Tuxedo, ,"Orange, NY","Port Jervis Line",89.999795,41.19419,-74.18511,156,RAIL0149
-74.1400202890044,41.2933758198391,154,590,22855,Harriman, ,"Orange, NY","Port Jervis Line",89.999795,41.29338,-74.14002,157,RAIL0057
-74.8785249264835,40.645174059636,155,591,22855,Annandale, ,Hunterdon,"Raritan Valley Line",89.999795,40.64517,-74.87852,158,RAIL0006
-74.1454850724775,41.075051044471,156,616,22855,Rte 17 Ramsey, ,Bergen,"Main/Bergen Line",89.999795,41.07505,-74.14549,159,RAIL0170
-74.2384316732824,40.6837694679875,157,592,22855,Union, ,Union,"Raritan Valley Line",89.999795,40.68377,-74.23843,160,RAIL0166
-74.1974344455426,40.8697838649343,158,615,22855,Montclair St Univ,MONTCLAIR,ESSEX,"Montclair-Boonton Line/M&E",89.999795,40.86978,-74.19743,161,RAIL0165
-74.0758181324002,40.7611906847033,159,0,0,Secaucus Junction Upper Level,Secaucus,Hudson,"NEC / NJCL / M&E / Main/Bergen",0,40.76119,-74.07582,162,RAIL0168
-74.0407721799914,41.0210778775429,160,0,0,Woodcliff Lake, ,BERGEN,"Pascack Valley Line",0,41.02108,-74.04077,163,RAIL0159
-74.028039000199,40.7348450030953,161,0,0,Hoboken Terminal, ,Hudson,"Morris & Essex Line",0,40.73485,-74.02804,164,RAIL0063
-74.2569742504606,40.9002645420759,162,0,0,Wayne Route 23 Transit Center, ,Passaic,"Montclair-Boonton Line/M&E",0,40.90026,-74.25697,165,RAIL0172
-74.6327318880655,40.8965897548142,163,0,0,Mt Arlington, ,Morris,"Montclair-Boonton Line/M&E",0,40.89659,-74.63273,166,RAIL0171
-74.0720498129479,40.8130208742149,164,568,22855,Meadowlands Rail Station, ,Bergen,"Meadowlands Rail Line",89.999795,40.81302,-74.07205,167,RAIL0174
-75.0617923487372,39.9777701100035,165,0,0,Pennsauken Transit Center, ,Camden,"Atlantic City Line",0,39.97777,-75.06179,168,RAIL0183
-74.0758181324002,40.7611906847033,166,0,0,Secaucus Junction Lower Level,Secaucus,Hudson,"NEC / NJCL / M&E / Main/Bergen",0,40.76119,-74.07582,169,RAIL0167
-74.8145576880862,40.259867730812,167,,,WEST TRENTON,,,SEPTA,,,,,
-74.0965921317209,40.8564813989983,170,,,,,,,,,,,
-74.8720539266467,39.4905833376518,488,,,Richland,,,,,,,,
-74.7607545712658,39.2904732682276,489,,,Tuckahoe,,,,,,,,
